p,Sequence,name,simbad,feh,cfe,nfe,ofe,nafe,mgfe,alfe,sife,cafe,scfe,tife,vfe,crfe,mnfe,cofe,nife,znfe,gafe,gefe,srfe,yfe,zrfe,nbfe,mofe,rufe,rhfe,pdfe,agfe,bafe,lafe,cefe,prfe,ndfe,smfe,eufe,gdfe,tbfe,dyfe,hofe,erfe,tmfe,ybfe,lufe,hffe,osfe,irfe,ptfe,aufe,pbfe,thfe,ufe,ref
1,82,HE0200-0955,2MASS J02031620-0940488,-2.47,0.38,nan,nan,nan,0.32,-0.91,nan,0.32,0.07,0.25,nan,-0.15,-0.4,0.1,-0.17,nan,nan,nan,-0.26,-0.28,nan,nan,nan,nan,nan,nan,nan,-0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,83,HE0202-2204,2MASS J02045001-2150102,-1.98,1.12,nan,nan,nan,-0.03,-0.53,nan,0.28,-0.02,0.01,nan,-0.37,-0.37,-0.04,0.07,0.07,nan,nan,0.67,0.44,0.49,nan,nan,nan,nan,nan,nan,1.35,1.43,1.3,nan,1.1,1.08,0.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,84,HE0206-1916,2MASS J02091962-1901554,-2.14,2.11,1.61,nan,0.72,0.5,nan,nan,0.13,nan,0.58,nan,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK07a
1,85,HE0212-0557,2MASS J02150250-0543235,-2.32,1.95,1.24,nan,nan,0.04,0.08,nan,0.21,nan,0.41,nan,-0.01,-0.54,nan,nan,nan,nan,nan,0.04,0.64,nan,nan,nan,nan,nan,nan,nan,2.18,2.37,2.16,2.41,2.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COH06
1,87,CS22958-083,2MASS J02154272-5359561,-2.97,0.71,nan,nan,0.36,0.47,-0.45,1.2,0.38,-0.05,0.35,0.28,0,-0.43,0.33,nan,nan,nan,nan,-0.14,nan,0.1,nan,nan,nan,nan,nan,nan,-0.89,0.03,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,88,CS22175-007,2MASS J02172662-0900451,-2.81,0.15,nan,nan,nan,0.36,-1.1,nan,0.34,0.15,0.42,nan,-0.31,-0.78,0.17,0.29,nan,nan,nan,0.27,nan,nan,nan,nan,nan,nan,nan,nan,-0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,89,CS22175-034,2MASS J02202151-1038089,-0.26,nan,nan,nan,nan,0.3,nan,nan,0.05,-0.16,0.18,nan,-0.32,-0.06,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,90,HE0218-2738,2MASS J02210393-2724404,-3.52,nan,nan,nan,nan,0.04,-0.39,-0.09,0.36,0.64,0.69,nan,-0.13,-0.04,nan,nan,nan,nan,nan,-0.33,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAR02
1,91,CS29510-058,2MASS J02214656-2401586,-2.61,0.36,nan,nan,nan,0.24,-0.98,nan,0.31,-0.06,0.29,nan,-0.13,-0.56,0.08,-0.13,nan,nan,nan,0.27,0.05,nan,nan,nan,nan,nan,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,93,CS29528-028,2MASS J02282654-2133009,-2.91,2.78,3.58,nan,2.72,1.67,nan,nan,0.48,0.54,0.87,nan,nan,nan,nan,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK07a
1,94,CS29510-008,2MASS J02312487-2400223,-1.69,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,-0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,95,HE0231-4016,2MASS J02334439-4003428,-2.08,1.32,nan,nan,nan,0.2,-1.07,nan,0.38,0.01,0.32,nan,-0.08,-0.32,-0.19,-0.11,nan,nan,nan,0.77,0.75,nan,nan,nan,nan,nan,nan,nan,1.42,1.29,1.53,nan,1.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,96,CS31061-032,2MASS J02384329+0319024,-2.58,0.65,nan,nan,nan,0.2,nan,0.18,0.42,0.33,0.52,nan,-0.07,-0.55,0.31,3.2,3.58,nan,nan,0.31,nan,nan,nan,nan,nan,nan,nan,nan,-0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BON09
1,98,CS22189-009,2MASS J02414237-1328105,-3.49,0.4,0.36,3.54,-0.21,0.09,-0.9,0.33,0.22,0.02,0.11,nan,-0.39,-0.29,0.3,0.09,0.5,nan,nan,-0.85,-0.8,-0.47,nan,nan,nan,nan,nan,nan,-1.34,0.07,0,-0.01,0.08,0.05,-0.01,1.17,nan,0.04,-0.22,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,99,HE0240-6105,2MASS J02420609-6053031,-3.23,-0.29,nan,nan,nan,0.28,-0.65,nan,0.18,0.13,0.4,nan,-0.41,-0.44,0.21,0.24,0.83,nan,nan,0.46,0.17,0.6,nan,nan,nan,nan,nan,nan,-0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,100,HE0240-0807,2MASS J02425772-0754354,-2.68,-0.38,nan,nan,nan,0.28,-0.72,nan,0.17,0.15,0.44,0.02,-0.32,-0.55,-0.04,0.38,0.29,nan,nan,0.01,-0.09,0.35,nan,nan,nan,nan,nan,nan,0.16,0.3,nan,nan,0.54,nan,0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,101,HE0242-0732,2MASS J02450071-0719420,-3.2,nan,nan,nan,nan,0.58,-0.63,0.17,0.48,0.36,0.32,nan,-0.34,-0.04,nan,nan,nan,nan,nan,-1.13,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAR02
1,102,HE0243-5238,2MASS J02453619-5225577,-3.04,0.36,nan,nan,nan,0.31,-1.01,nan,0.34,0.11,0.3,nan,-0.26,-0.78,0.17,0.02,nan,nan,nan,0.06,-0.09,nan,nan,nan,nan,nan,nan,nan,-0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,103,HE0244-4111,2MASS J02455745-4059068,-2.56,0.21,nan,nan,nan,0.32,nan,nan,0.4,0.12,0.38,nan,-0.16,-0.61,0.18,0.03,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,-0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,104,HE0243-0753,2MASS J02461415-0740531,-2.49,0.25,nan,nan,nan,0.2,-0.45,nan,0.25,0.21,0.33,0.14,-0.16,-0.28,0.19,0.12,0.31,nan,nan,-0.28,-0.46,nan,nan,nan,nan,nan,nan,nan,-1.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,105,HE0248+0039,2MASS J02505905+0051313,-2.53,0.06,nan,nan,nan,0.24,-0.76,nan,0.29,0.16,0.31,nan,-0.35,-0.66,0.06,-0.18,nan,nan,nan,-0.15,-0.26,nan,nan,nan,nan,nan,nan,nan,-0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,106,HE0256-1109,2MASS J02591016-1058019,-2.73,0.63,nan,nan,nan,0.45,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,107,CS31078-018,2MASS J03010069+0616318,-2.83,0.45,-0.3,0.94,nan,0.39,-0.72,nan,0.42,0.04,0.37,0.12,-0.29,-0.25,0.26,0.11,0.44,nan,nan,0.26,0.19,0.57,nan,nan,nan,nan,nan,nan,0.59,0.73,nan,nan,nan,nan,1.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,109,HE0300-0751,2MASS J03030406-0739423,-2.27,0.06,nan,nan,nan,0.18,-0.6,nan,0.33,0.19,0.38,0.24,-0.25,-0.41,0.13,0,nan,nan,nan,0.23,0.09,nan,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,0.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,110,CS22968-014,2MASS J03062950-5430325,-3.57,0.35,0.34,0.96,-0.26,0.19,-0.75,0.26,0.06,0.07,0.09,nan,-0.41,-0.26,0.5,0.26,0.47,nan,nan,-1.69,0.04,0.03,nan,nan,nan,nan,nan,nan,-1.81,-0.03,0.01,0,0.09,0.06,0,0.06,nan,0.05,-0.21,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,114,HE0305-4520,2MASS J03070219-4509006,-2.91,0.28,nan,nan,nan,0.18,-0.75,nan,0.24,0.25,0.26,nan,-0.44,-0.64,0.11,0.15,nan,nan,nan,-0.56,-0.35,nan,nan,nan,nan,nan,nan,nan,0.53,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,115,HE0308-1154,2MASS J03110972-1143212,-2.82,0.34,nan,nan,nan,0.6,-0.46,nan,0.51,0.52,0.37,0.39,-0.06,-0.74,0.01,0.22,nan,nan,nan,-1.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,116,CS22172-002,2MASS J03142084-1035112,-3.86,0.09,0.33,1.09,-0.26,0.18,-0.78,0.45,0.39,-0.09,0.21,nan,-0.38,-0.63,0.4,-0.12,0.53,nan,nan,-1.21,-0.95,0.02,nan,nan,nan,nan,nan,nan,-1.22,0.07,0,-0.01,0.08,0.05,-0.01,0.59,nan,0.04,-0.22,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,119,CS22185-007,2MASS J03173604-1517227,-2.45,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42,nan,nan,nan,nan,nan,nan,nan,nan,-0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,120,HE0315+0000,2MASS J03173900+0011045,-2.73,0.14,nan,nan,nan,0.24,nan,nan,0.3,0.15,0.34,nan,-0.2,-0.68,0.15,0.37,nan,nan,nan,0.09,0,0.46,nan,nan,nan,nan,nan,nan,0.3,nan,nan,nan,nan,nan,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,121,HE0317-4640,2MASS J03185625-4629276,-2.32,0.18,nan,nan,nan,0.29,-0.89,nan,0.31,0.02,0.31,nan,-0.25,-0.73,0.07,-0.06,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,-0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,122,HE0316+0214,2MASS J03190922+0224543,-3.14,-0.75,nan,nan,nan,0.65,-0.47,nan,0.25,0.43,0.26,nan,-0.37,-0.77,0.02,0.34,nan,nan,nan,-1.38,nan,nan,nan,nan,nan,nan,nan,nan,-1.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,123,HE0323-4529,2MASS J03253020-4519315,-3.14,0.34,nan,nan,nan,0.36,-0.79,nan,0.32,0.15,0.39,nan,-0.34,-0.82,0.16,0.09,nan,nan,nan,0.38,0.21,nan,nan,nan,nan,nan,nan,nan,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,124,CS29526-110,2MASS J03274362-2300299,-2.38,2.29,1.49,nan,nan,0.28,-0.76,0.12,0.38,nan,0.19,nan,-0.3,-0.96,nan,-0.08,nan,nan,nan,0.93,nan,1.14,nan,nan,nan,nan,nan,nan,2.15,1.81,2.06,nan,2.08,nan,1.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.63,nan,nan,AOK02a
1,126,HE0328-1047,2MASS J03304535-1037098,-2.24,0.1,nan,nan,nan,0.19,-0.74,nan,0.24,0.11,0.32,0.1,-0.12,-0.49,0.13,0.05,nan,nan,nan,0.11,-0.07,nan,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,127,HE0330-4004,2MASS J03320737-3954501,-2.19,0.04,nan,nan,nan,0.22,-0.97,nan,0.39,0.22,0.43,nan,-0.11,-0.77,0.02,-0.01,nan,nan,nan,0.04,0.13,nan,nan,nan,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,128,HE0330-4144,2MASS J03321621-4134485,-1.89,0.15,nan,nan,nan,0.25,-0.85,nan,0.23,0.18,0.36,nan,-0.14,-0.43,-0.01,-0.13,nan,nan,nan,0.2,0.06,nan,nan,nan,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,129,HE0331-4939,2MASS J03324183-4929094,-2.87,0.3,nan,nan,nan,0.31,-0.98,nan,0.19,0.15,0.3,nan,-0.44,-0.72,0.19,0.01,nan,nan,nan,0.03,-0.01,nan,nan,nan,nan,nan,nan,nan,-0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,130,HE0333-4001,2MASS J03352577-3951468,-2.64,0.27,nan,nan,nan,0.35,-0.87,nan,0.3,0.15,0.32,nan,-0.23,-0.72,0.15,0.06,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,-0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,131,HE0336-3829,2MASS J03383179-3820140,-2.75,0.19,nan,nan,nan,0.32,-1.1,nan,0.47,0.08,0.47,nan,-0.22,-0.65,nan,-0.1,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,nan,-0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,132,HE0336+0113,2MASS J03385289+0123077,-2.73,2.46,1.75,nan,nan,1.03,0.41,nan,0.49,nan,0.2,nan,-0.18,-0.2,0.14,nan,nan,nan,nan,1.77,1.48,nan,nan,nan,nan,nan,nan,nan,2.63,2.02,2.32,nan,2.25,nan,1.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.53,nan,nan,COH06
1,133,HE0337-5127,2MASS J03391312-5118163,-2.61,0.12,nan,nan,nan,0.31,-0.21,nan,0.35,0.13,0.33,nan,-0.2,-0.69,0.16,-0.06,nan,nan,nan,0.09,-0.11,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,0.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,135,HE0338-3945,2MASS J03395500-3935429,-2.43,2.08,1.52,1.4,0.45,0.28,-0.86,nan,0.4,0.54,0.44,0.26,-0.09,-0.53,0.16,0.04,nan,nan,nan,0.84,0.85,1.22,nan,nan,nan,nan,nan,1.94,2.35,2.34,2.15,2.15,2.38,2.29,1.93,2.05,2.26,1.88,3.11,2.25,2.39,2.36,3.05,2.52,nan,nan,nan,nan,3.3,2.64,2.86,JON06
1,136,HE0339-4027,2MASS J03404965-4017354,-1.81,0.14,nan,nan,nan,0.28,-0.67,nan,0.37,0.11,0.32,0.15,-0.04,-0.38,0.01,-0.06,0.17,nan,nan,0.27,0.04,nan,nan,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,137,HE0340-5355,2MASS J03413456-5346180,-2.88,-0.15,nan,nan,nan,-0.06,-1.24,nan,0.12,-0.06,0,nan,-0.48,-0.92,-0.23,-0.79,nan,nan,nan,-0.43,-0.53,nan,nan,nan,nan,nan,nan,nan,-1.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,138,HE0340-3430,2MASS J03420477-3420500,-1.95,0.02,nan,nan,nan,0.17,-0.98,nan,0.38,0.12,0.32,nan,-0.13,-0.54,-0.12,-0.23,nan,nan,nan,-0.03,-0.28,nan,nan,nan,nan,nan,nan,nan,-0.27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,139,HE0341-4024,2MASS J03430809-4015295,-1.82,0.22,nan,nan,nan,0.17,nan,nan,0.27,0.08,0.32,nan,-0.02,-0.51,-0.06,-0.16,0.14,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,-0.13,nan,nan,nan,nan,nan,0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,140,HE0344+0139,2MASS J03471573+0149030,-1.8,0.37,nan,nan,nan,0.1,-1.24,nan,0.31,0.13,0.33,nan,0.02,-0.43,-0.07,-0.01,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,141,HE0347-1819,2MASS J03491837-1810405,-2.77,-0.01,nan,nan,nan,0.4,-0.42,nan,0.37,0.08,0.23,nan,-0.03,-0.56,-0.02,-0.18,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,-0.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,142,HE0353-6024,2MASS J03535930-6015154,-3.17,0.25,nan,nan,nan,0.19,-0.79,nan,0.13,0.3,0.33,nan,-0.4,-0.8,0.42,0.2,nan,nan,nan,-1.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,143,HE0400-2917,2MASS J04020635-2908479,-2.88,0.11,nan,nan,nan,-0.04,-1.36,nan,0.04,-0.09,0.05,nan,-0.42,-0.72,-0.08,-0.11,nan,nan,nan,-0.77,nan,nan,nan,nan,nan,nan,nan,nan,-1.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,144,HE0400-2030,2MASS J04021479-2021535,-1.78,1.15,2.75,nan,0.74,0.6,nan,nan,0.2,0.27,0.41,nan,-0.04,nan,nan,-0.04,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK07a
1,145,HE0401-0138,2MASS J04034987-0130025,-3.34,0.21,nan,nan,nan,0.41,-1.04,nan,0.37,0.13,0.36,nan,-0.43,-0.84,0.17,0.06,nan,nan,nan,0.21,0.08,nan,nan,nan,nan,nan,nan,nan,-0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,146,CS22169-035,2MASS J04121388-1205050,-3.04,-0.13,1.11,3.09,nan,0.07,-0.85,0.33,0.15,-0.16,-0.03,nan,-0.4,-0.33,-0.17,-0.25,0.14,nan,nan,0.02,-0.35,-0.06,nan,nan,nan,nan,nan,nan,-1.24,0.07,0,-0.01,0.08,0.05,-0.01,0.05,nan,0.04,-0.22,0.01,1.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,148,CS22186-005,2MASS J04130905-3550386,-2.7,nan,nan,nan,-0.04,0.09,-0.81,-0.23,0.24,-0.06,0.09,nan,-0.15,-0.65,nan,nan,nan,nan,nan,-1.01,nan,nan,nan,nan,nan,nan,nan,nan,-0.69,0.03,nan,nan,nan,nan,0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,150,HE0417-0821,2MASS J04193150-0814193,-2.33,0.21,nan,nan,nan,0.22,-0.73,nan,0.25,0.15,0.33,nan,-0.07,-0.41,0.12,0.03,nan,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,nan,-0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,151,CS22186-023,2MASS J04194553-3651359,-2.72,0.26,nan,nan,nan,0.11,-0.95,nan,0.15,0.03,0.21,nan,-0.24,-0.44,0.06,0.06,nan,nan,nan,-0.05,-0.38,nan,nan,nan,nan,nan,nan,nan,-0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,152,BS17585-080,2MASS J04230190+1514565,-1.38,-0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,-0.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,153,CS22182-033,2MASS J04231047-3037041,-2.67,0.24,nan,nan,0.17,0.28,-1.02,0.52,0.43,-0.04,0.38,0.25,-0.16,-0.72,0.09,nan,nan,nan,nan,0.01,-0.24,nan,nan,nan,nan,nan,nan,nan,-0.41,0.03,nan,nan,nan,nan,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,154,CS22186-025,2MASS J04243280-3709025,-3,-0.45,1.07,0.64,0.43,0.34,-0.76,0.49,0.37,0.17,0.37,nan,-0.31,-0.42,0.16,0.01,0.36,nan,nan,-0.02,-0.28,0.16,nan,nan,nan,nan,nan,nan,-0.03,0.26,0.27,0.23,0.36,0.05,0.53,0.73,nan,0.57,0.22,0.56,1.54,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,156,HE0430-4901,2MASS J04313114-4854416,-2.72,0.05,nan,nan,nan,0.15,-1.16,nan,0.14,-0.01,0.2,nan,-0.3,-0.75,-0.02,0,nan,nan,nan,0.1,0.06,nan,nan,nan,nan,nan,nan,nan,0.46,nan,nan,nan,nan,nan,1.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,157,HE0430-4404,2MASS J04313811-4357486,-2.08,1.4,nan,nan,nan,0.27,-0.95,nan,0.35,0.21,0.39,nan,0.01,-0.51,0.03,0.04,nan,nan,nan,0.66,0.63,nan,nan,nan,nan,nan,nan,nan,1.57,1.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,158,HE0432-0923,2MASS J04342566-0916505,-3.19,0.2,nan,nan,nan,0.32,-0.94,nan,0.34,0.11,0.4,nan,-0.48,-0.77,0.23,0.14,nan,nan,nan,0.58,0.54,0.9,nan,nan,nan,nan,nan,nan,0.67,nan,nan,nan,nan,nan,1.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,159,HE0436-4008,2MASS J04381113-4003017,-2.35,0.45,nan,nan,nan,0.2,-1.16,nan,0.27,0.06,0.37,nan,-0.12,-0.45,0.11,0.1,nan,nan,nan,0.43,0.15,nan,nan,nan,nan,nan,nan,nan,-0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,160,HE0441-4343,2MASS J04432041-4338205,-2.52,0.29,nan,nan,nan,0.29,-1.07,nan,0.2,0.15,0.34,nan,-0.34,-0.68,0.27,0.09,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,-0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,161,HE0441-0652,2MASS J04432988-0646534,-2.52,1.39,0.89,nan,0.7,0.33,nan,nan,0.33,0.09,0.29,nan,-0.22,nan,nan,0.18,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK07a
1,162,CS31080-095,2MASS J04442200-4513542,-2.85,2.67,0.67,2.33,-0.19,0.63,-0.93,0.09,0.19,0,0.29,0.07,0.05,-0.25,0.24,0.12,0.62,nan,nan,-0.31,-0.32,nan,nan,nan,nan,nan,nan,nan,0.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SIV06
